"","X","id","trzby","naklady","bonus","bloky","month","kpi","year","mesiac","typ","regional","mesto"
"165",165,18,97484.86,6381.08,1262.3,4352,"2021-05-30 02:00:00",7.84058160415884,2021,5,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"166",166,18,107964.7,6729.98,1271.03,4878,"2021-06-30 02:00:00",7.41076481479595,2021,6,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"167",167,18,96245.83,7411.08,1253.83,4706,"2021-07-30 02:00:00",9.00289394356098,2021,7,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"168",168,18,93470,7169.03,699.04,4564,"2021-08-30 02:00:00",8.41774901037766,2021,8,"C - street +","RR10_Mário Mantuano","Partizánske, Prior"
"169",169,19,98084.73,7164.89,1548.8,4951,"2020-09-30 02:00:00",8.88383951304143,2020,9,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"170",170,19,119343.35,6795.01,1646.29,5251,"2020-10-30 01:00:00",7.07312137626437,2020,10,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"171",171,19,92101.07,6906.94,1959.01,4264,"2020-11-30 01:00:00",9.62632681683285,2020,11,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"172",172,19,120555.71,5606.31,3309.75,5224,"2020-12-30 01:00:00",7.39580066344431,2020,12,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"173",173,19,94508.21,6753.46,2081.45,4200,"2021-01-30 01:00:00",9.34829894672643,2021,1,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"174",174,19,98640.72,6662.93,872.77,4560,"2021-02-28 01:00:00",7.63954277706002,2021,2,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"175",175,19,119795.22,5945.33,1304.62,5593,"2021-03-30 02:00:00",6.05195265720953,2021,3,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"176",176,19,91663.54,6257.29,1368.98,4367,"2021-04-30 02:00:00",8.31985105528327,2021,4,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"177",177,19,95679.03,7157.71,1125.14,4635,"2021-05-30 02:00:00",8.65691259620839,2021,5,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"178",178,19,99573.36,10524.41,1709.58,5028,"2021-06-30 02:00:00",12.2864087342237,2021,6,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"179",179,19,91210.77,6983.08,1439.31,4713,"2021-07-30 02:00:00",9.23398629350459,2021,7,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"180",180,19,94460.64,7229.48,833.15,5089,"2021-08-30 02:00:00",8.53543867583366,2021,8,"B - shopping","RR7_Ivana Iľanovská","Lipt. Mikuláš"
"181",181,22,239295.51,6578.31,1934.41,3661,"2020-09-30 02:00:00",3.55740899609859,2020,9,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"182",182,22,240805.43,6238.22,1919.56,3620,"2020-10-30 01:00:00",3.38770599981902,2020,10,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"183",183,22,237377.64,5450.54,1705.88,3069,"2020-11-30 01:00:00",3.01478268972596,2020,11,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"184",184,22,269990,7572.59,2600.16,3792,"2020-12-30 01:00:00",3.76782473424942,2020,12,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"185",185,22,279723.36,7243.49,2079.96,3307,"2021-01-30 01:00:00",3.33309667093946,2021,1,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"186",186,22,282674.31,4656.13,2096.56,3638,"2021-02-28 01:00:00",2.38885875409053,2021,2,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"187",187,22,315033.21,3994.04,4270.43,4484,"2021-03-30 02:00:00",2.62336469224943,2021,3,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"188",188,22,302920.7,7880.65,1464.49,3540,"2021-04-30 02:00:00",3.08501201799679,2021,4,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"189",189,22,246255.79,6332.84,2347.84,3691,"2021-05-30 02:00:00",3.525066354785,2021,5,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"190",190,22,265656.45,4973.27,1541.49,3794,"2021-06-30 02:00:00",2.45232517411115,2021,6,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"191",191,22,226293.31,8667.59,812.21,3340,"2021-07-30 02:00:00",4.18916493819459,2021,7,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"192",192,22,233719.64,7159.4,-277.22,3292,"2021-08-30 02:00:00",2.94463058389102,2021,8,"E - poliklinika","RR5_Juraj Hvorecky","Rimavská Sobota, NsP"
"193",193,25,209333.61,10044.78,4344.92,12761,"2020-09-30 02:00:00",6.87405142442248,2020,9,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"194",194,25,225559.15,10708.53,3885.46,13529,"2020-10-30 01:00:00",6.47013876404482,2020,10,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"195",195,25,185990.31,10820.84,4125.48,10823,"2020-11-30 01:00:00",8.03607456754064,2020,11,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"196",196,25,241063.31,10558.47,4943.39,13081,"2020-12-30 01:00:00",6.4306177493373,2020,12,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"197",197,25,200905.32,12752.33,4037.96,11663,"2021-01-30 01:00:00",8.35731477892173,2021,1,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"198",198,25,201506.55,9752.26,3316.57,11644,"2021-02-28 01:00:00",6.48556089119684,2021,2,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"199",199,25,241225.5,9836.24,3759.95,14233,"2021-03-30 02:00:00",5.63629881583829,2021,3,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"200",200,25,199450.92,10786.8,3521.75,11930,"2021-04-30 02:00:00",7.17397041838664,2021,4,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"201",201,25,205931.03,10907.55,3492.89,12282,"2021-05-30 02:00:00",6.99284609997823,2021,5,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"202",202,25,218203.11,10914.08,3634.45,12606,"2021-06-30 02:00:00",6.66742559260498,2021,6,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"203",203,25,220582.06,11659.45,3261.42,14011,"2021-07-30 02:00:00",6.76431709813572,2021,7,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"204",204,25,222264.11,12805.18,3053.18,13978,"2021-08-30 02:00:00",7.13491710380052,2021,8,"B - shopping","RR1_Beata Kubanova","Michalovce, Kaufland"
"205",205,26,176489.85,6894.74,1746.55,6639,"2020-09-30 02:00:00",4.89619658014328,2020,9,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"206",206,26,162358.51,6945.44,2514.28,6052,"2020-10-30 01:00:00",5.82643927934544,2020,10,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"207",207,26,148892.17,6698.65,1463.99,4932,"2020-11-30 01:00:00",5.48224933520681,2020,11,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"208",208,26,162118.75,6229.72,4049.51,5499,"2020-12-30 01:00:00",6.34055591965766,2020,12,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"209",209,26,144024.12,5515.2,1561.03,5189,"2021-01-30 01:00:00",4.91322564581544,2021,1,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"210",210,26,158143.27,5368.94,2104.1,5807,"2021-02-28 01:00:00",4.72548721169102,2021,2,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"211",211,26,187822.51,4712.07,3078.64,7100,"2021-03-30 02:00:00",4.14791070569763,2021,3,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"212",212,26,156178.83,6335.06,2095.35,5613,"2021-04-30 02:00:00",5.39792108828066,2021,4,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"213",213,26,161623.96,6605.34,2253.16,6100,"2021-05-30 02:00:00",5.48093240630906,2021,5,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"214",214,26,163998.84,6748.73,2048.33,6390,"2021-06-30 02:00:00",5.36409891679722,2021,6,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"215",215,26,150044.92,6736.18,2550.46,5240,"2021-07-30 02:00:00",6.18923986230257,2021,7,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"216",216,26,153152.6,7250.67,1056.25,6151,"2021-08-30 02:00:00",5.42394970767718,2021,8,"E - poliklinika","RR2_Silvia Mastikova","Vranov n.T., NsP"
"217",217,27,111893.31,9574.41,1424.76,7583,"2020-09-30 02:00:00",9.83005150173858,2020,9,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"218",218,27,137207.76,9492.29,1539.66,8527,"2020-10-30 01:00:00",8.04032512446818,2020,10,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"219",219,27,96226.14,9475.27,2529.58,6382,"2020-11-30 01:00:00",12.4756640970946,2020,11,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"220",220,27,138447.45,10067.18,3898.38,8548,"2020-12-30 01:00:00",10.0872641569057,2020,12,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"221",221,27,126252.3,9567.94,1199.42,8340,"2021-01-30 01:00:00",8.52844661047759,2021,1,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"222",222,27,126357.4,8286.98,2132.31,8132,"2021-02-28 01:00:00",8.24588825031221,2021,2,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"223",223,27,143466.68,8098.25,1675.86,9088,"2021-03-30 02:00:00",6.81280838170926,2021,3,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"224",224,27,114733.86,8535.21,1754.58,7451,"2021-04-30 02:00:00",8.96839869241739,2021,4,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"225",225,27,110182.96,8897.06,1710.47,7175,"2021-05-30 02:00:00",9.62719643763428,2021,5,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"226",226,27,124003.88,7897.91,1393.13,7604,"2021-06-30 02:00:00",7.49253974956267,2021,6,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"227",227,27,111803.37,11279.16,1736.25,7546,"2021-07-30 02:00:00",11.6413396125716,2021,7,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"228",228,27,114266.71,10078.53,1309.99,7644,"2021-08-30 02:00:00",9.96661232304667,2021,8,"B - shopping","RR13_Slavomír Bodnár","Bratislava, Kaufland Trnavská"
"229",229,29,253177.39,13888.74,3971.04,13945,"2020-09-30 02:00:00",7.05425551626075,2020,9,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"230",230,29,274606.22,13823.87,4328.99,15164,"2020-10-30 01:00:00",6.61050576348926,2020,10,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"231",231,29,237296.77,14763.88,5338.75,12470,"2020-11-30 01:00:00",8.471514382602,2020,11,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"232",232,29,314306.14,14371.64,7241.24,16659,"2020-12-30 01:00:00",6.87637855245208,2020,12,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"233",233,29,303726.66,15432.91,5097,16106,"2021-01-30 01:00:00",6.75933749115076,2021,1,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"234",234,29,260860.85,13249.14,4996.67,13848,"2021-02-28 01:00:00",6.99446083994589,2021,2,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"235",235,29,287172.89,13208.49,5116.1,15614,"2021-03-30 02:00:00",6.38103060494325,2021,3,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"236",236,29,234954.52,14099.31,4028.83,13433,"2021-04-30 02:00:00",7.71559534160058,2021,4,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"237",237,29,238151.02,13679,4122.25,13475,"2021-05-30 02:00:00",7.4747737800997,2021,5,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"238",238,29,252645.56,14944.2,3891.09,13733,"2021-06-30 02:00:00",7.45522304053156,2021,6,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"239",239,29,237515.91,15820.69,3160.74,13705,"2021-07-30 02:00:00",7.9916456964925,2021,7,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"240",240,29,239259.83,17152.07,3032.83,13700,"2021-08-30 02:00:00",8.43639318810851,2021,8,"B - shopping","RR11_Andrej Kukučka","Nitra, Kaufland"
"241",241,30,94053.11,7843.75,1663.5,7158,"2020-09-30 02:00:00",10.1083845074342,2020,9,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"242",242,30,90823.84,7965,1843.01,6521,"2020-10-30 01:00:00",10.7989378119225,2020,10,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"243",243,30,78388.33,8016.67,2259.05,5657,"2020-11-30 01:00:00",13.1087369765372,2020,11,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"244",244,30,100917.9,7575.5,2928.08,6436,"2020-12-30 01:00:00",10.408044558993,2020,12,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"245",245,30,62450.03,8114.16,709.88,3630,"2021-01-30 01:00:00",14.1297610265359,2021,1,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"246",246,30,56658.84,7168.8,2484.85,3234,"2021-02-28 01:00:00",17.0382062181294,2021,2,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"247",247,30,56494.49,7092.67,642.73,3272,"2021-03-30 02:00:00",13.6923087543582,2021,3,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"248",248,30,54692.07,7214.14,305.85,3610,"2021-04-30 02:00:00",13.749689854489,2021,4,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"249",249,30,79134.67,8094.37,667.31,5788,"2021-05-30 02:00:00",11.0718601593966,2021,5,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"250",250,30,88223.42,6945.32,1953.17,6656,"2021-06-30 02:00:00",10.086312682052,2021,6,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"251",251,30,89140.26,7508.67,1861.35,6740,"2021-07-30 02:00:00",10.5115466344837,2021,7,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"252",252,30,95307.83,8400.84,1414.99,7252,"2021-08-30 02:00:00",10.299080358875,2021,8,"B - shopping","RR14_Zsolt Balogh","Nové Zámky, OC Aquario"
"253",253,31,137926.8,8666.37,1980.76,8346,"2020-09-30 02:00:00",7.71940623577144,2020,9,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"254",254,31,146332.89,8601.44,2730.54,8988,"2020-10-30 01:00:00",7.74397334734522,2020,10,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"255",255,31,120694.09,8767.07,2760.28,7064,"2020-11-30 01:00:00",9.55088190316527,2020,11,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"256",256,31,157148.38,9304.24,3589.65,8716,"2020-12-30 01:00:00",8.20491436182797,2020,12,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"257",257,31,140358.78,9205.21,2723.07,8740,"2021-01-30 01:00:00",8.49842097516094,2021,1,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"258",258,31,141907.05,8136.77,2456.48,8341,"2021-02-28 01:00:00",7.46492158071076,2021,2,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"259",259,31,160618.26,8889.13,3612.48,9803,"2021-03-30 02:00:00",7.78343010315265,2021,3,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"260",260,31,117444.87,9202,2137.01,7781,"2021-04-30 02:00:00",9.65475120369242,2021,4,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"261",261,31,128610.79,10145.03,2739.88,8066,"2021-05-30 02:00:00",10.0185295495036,2021,5,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"262",262,31,134115.59,8277.67,1911.91,8254,"2021-06-30 02:00:00",7.59761038966462,2021,6,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"263",263,31,131499.27,9473.39,1868.54,8489,"2021-07-30 02:00:00",8.62508970582118,2021,7,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"264",264,31,133881.3,9799.7,1717.59,8496,"2021-08-30 02:00:00",8.60261291158661,2021,8,"B - shopping","RR4_Radovan Kalmar","Košice, Kaufland Popradská"
"265",265,32,72807.18,5708.76,803.43,3699,"2020-09-30 02:00:00",8.94443377699837,2020,9,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"266",266,32,76636.53,5814.46,872.44,3784,"2020-10-30 01:00:00",8.72547334802345,2020,10,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"267",267,32,67556.53,5617.25,1552.85,3138,"2020-11-30 01:00:00",10.613481775929,2020,11,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"268",268,32,79199.2,5863.42,2346.84,3647,"2020-12-30 01:00:00",10.3665946120668,2020,12,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"269",269,32,81235.64,5835.88,1265.98,3745,"2021-01-30 01:00:00",8.742295869153,2021,1,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"270",270,32,76199.18,5527.97,1784.32,3662,"2021-02-28 01:00:00",9.59628436946434,2021,2,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"271",271,32,83849.16,5092.31,1585.63,4150,"2021-03-30 02:00:00",7.96423005310966,2021,3,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"272",272,32,65078.24,5928.08,1243.16,3269,"2021-04-30 02:00:00",11.0194129404852,2021,4,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"273",273,32,68458.93,5984.28,831.87,3410,"2021-05-30 02:00:00",9.95655351317936,2021,5,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"274",274,32,76705.08,5745.48,941.01,3736,"2021-06-30 02:00:00",8.71714102899052,2021,6,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"275",275,32,71330.19,6999.74,1125.34,3419,"2021-07-30 02:00:00",11.3908010058574,2021,7,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"276",276,32,76366.05,7630.81,769.21,3786,"2021-08-30 02:00:00",10.9996785220658,2021,8,"E - poliklinika","RR5_Juraj Hvorecky","Hnúšťa, poliklinika"
"277",277,33,200588.49,11052.12,3254.35,10811,"2020-09-30 02:00:00",7.13224871476923,2020,9,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"278",278,33,226918.22,11246.57,3178.82,11421,"2020-10-30 01:00:00",6.35708758864758,2020,10,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"279",279,33,185256.57,11509.32,4036.29,9494,"2020-11-30 01:00:00",8.39139470195308,2020,11,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"280",280,33,244956.36,9487.76,4897.93,11808,"2020-12-30 01:00:00",5.87275627381138,2020,12,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"281",281,33,214008.1,11375.07,3481.71,10717,"2021-01-30 01:00:00",6.94215779683105,2021,1,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"282",282,33,193977.42,11285.44,4050.78,9734,"2021-02-28 01:00:00",7.90618825634448,2021,2,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"283",283,33,218175.91,10464.36,3173.22,11132,"2021-03-30 02:00:00",6.25072676447184,2021,3,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"284",284,33,201826.64,25364.8,2626.62,10359,"2021-04-30 02:00:00",13.8690412722523,2021,4,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"285",285,33,197887.14,11430.44,3415.45,10740,"2021-05-30 02:00:00",7.50220049670736,2021,5,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"286",286,33,217825.67,12137.74,2973.03,11337,"2021-06-30 02:00:00",6.93709331870757,2021,6,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"287",287,33,205974.81,13001.04,2880.47,11637,"2021-07-30 02:00:00",7.71041371515284,2021,7,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"288",288,33,210671.49,10123.33,1452.39,11838,"2021-08-30 02:00:00",5.49467799368581,2021,8,"B - shopping","RR11_Andrej Kukučka","Levice, TESCO"
"289",289,34,160042.41,10575.85,2269.92,10010,"2020-09-30 02:00:00",8.02647873148124,2020,9,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"290",290,34,173268.54,9817.41,2245.85,10044,"2020-10-30 01:00:00",6.96217559171446,2020,10,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"291",291,34,42987.4,7633.51,2465.12,2482,"2020-11-30 01:00:00",23.4920697692812,2020,11,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"292",292,34,185171.62,10474.12,4775.57,10301,"2020-12-30 01:00:00",8.23543586214777,2020,12,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"293",293,34,157472.62,11553.53,2408.2,9360,"2021-01-30 01:00:00",8.86613177579696,2021,1,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"294",294,34,157634.11,9598.53,2164.83,8988,"2021-02-28 01:00:00",7.46244578663844,2021,2,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"295",295,34,180036.88,8709.63,2159.18,10597,"2021-03-30 02:00:00",6.03699086542713,2021,3,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"296",296,34,151390.97,10541.29,2027.68,8992,"2021-04-30 02:00:00",8.30232476877584,2021,4,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"297",297,34,158256.82,11248.57,1895.95,9272,"2021-05-30 02:00:00",8.30581582518845,2021,5,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"298",298,34,159699.33,11268.92,2377.1,9610,"2021-06-30 02:00:00",8.54481981859285,2021,6,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"299",299,34,157017.51,13010.53,2188.96,9692,"2021-07-30 02:00:00",9.68012421035081,2021,7,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"300",300,34,156107.9,13253.92,1813.74,9786,"2021-08-30 02:00:00",9.65208038798805,2021,8,"B - shopping","RR9_Andrej Jakubík","Púchov, Kaufland"
"301",301,35,65574.63,6191.03,1204.05,2847,"2020-09-30 02:00:00",11.2773491821456,2020,9,"C - street +","RR12_Alena Romanová","Piešťany, centrum"
"302",302,35,58785.48,5323.76,1277.28,2333,"2020-10-30 01:00:00",11.2290313866621,2020,10,"C - street +","RR12_Alena Romanová","Piešťany, centrum"
