id,mesto,regional,region_code,typ,fte,fte_F,fte_L,fte_ZF,trzby,bloky,naklady,hodnota_bloku,podiel_rx,trzby_per_blok,trzby_cv,bloky_cv,bloky_trend,kpi_mean,kpi_std,contract_ZF,contract_F,contract_L,high_rx_complexity,is_shopping,is_poliklinika,is_street
98,"Spiš.N.Ves, poliklinika",RR3_Jana Majernikova,RR3,E - poliklinika,2.4250478927203067,2.45,0.8,0.81,1193531.57,44295,62053.12,26.94506309967265,0.8224930321700665,26.94506309967265,0.133047481722579,0.1885303429455802,0.0413918580850579,6.690584314145109,1.2260524149646317,1.0,3.0,1.0,1,0,1,0
99,"Bratislava, Štúrova",RR15_Miroslava Kolesárová,RR15,C - street +,2.0428639846743297,0.84,0.62,0.11,298611.53,18036,35764.62,16.556416611222,0.4048834283123628,16.556416611222,0.1083001050720443,0.1276685670142005,0.0807453416149068,15.14745877667776,2.9170753548440604,0.13,1.0,0.833333333333333,0,0,0,1
100,"Sabinov, Nám. Slobody",RR2_Silvia Mastikova,RR2,D - street,1.128831417624521,,,0.85,486235.51,28379,38685.09,17.133637901265022,0.6261123750505182,17.133637901265022,0.1247184525434058,0.0986322122456906,0.203618005889777,10.065798190035698,1.3466177165867634,1.0,,,0,0,0,1
101,"Poprad, nám. sv. Egídia",RR7_Ivana Iľanovská,RR7,D - street,2.0172413793103448,0.15,0.88,0.46,395105.9,25875,38469.39,15.269793236714976,0.5670309909317983,15.269793236714976,0.1421114279227149,0.1554102142365342,0.0383411580594679,12.04837825342726,2.76512309039494,0.75,0.166666666666667,1.0,0,0,0,1
102,"Trebišov, M.R.Štefánika",RR1_Beata Kubanova,RR1,E - poliklinika,3.5028735632183903,2.63,,0.87,2439655.3,68096,77511.07,35.826704945958646,0.8540336702484158,35.826704945958646,0.0840378407693548,0.103974213455575,-0.0410651267244145,4.108728310579683,0.5032039715426856,1.0,3.33333333333333,,1,0,1,0
103,"Trebišov, SNP",RR1_Beata Kubanova,RR1,E - poliklinika,2.1702586206896552,1.2,,0.87,961638.29,34183,53934.0,28.132062428692628,0.832891200702917,28.132062428692628,0.1276630769957249,0.1351738792612149,-0.1684446939921392,7.064428207133935,1.0091510468242706,1.0,1.5,,1,0,1,0
104,Kráľovský Chlmec,RR1_Beata Kubanova,RR1,E - poliklinika,4.275143678160919,1.92,1.63,0.68,2276340.01,69123,90004.32,32.931730538315755,0.809045349951917,32.931730538315755,0.0908577977018931,0.0685985245960658,0.1184587813620071,4.934851390678622,0.653398462754302,1.0,2.58333333333333,2.08333333333333,1,0,1,0
105,"Košice, Tomášiková",RR4_Radovan Kalmar,RR4,E - poliklinika,3.1502634099616857,1.23,1.68,0.19,714215.12,29299,54032.06,24.37677463394655,0.7817643233316034,24.37677463394655,0.1022751427000307,0.0927466410265325,-0.0607755406413124,9.602961026573055,1.44769753840298,0.25,1.58333333333333,2.0,1,0,1,0
106,"Bardejov, pri nemocnici",RR2_Silvia Mastikova,RR2,C - street +,1.5871647509578544,0.81,,0.78,705965.3,26417,40988.59,26.723901275693684,0.8308855831865957,26.723901275693684,0.1158654744345698,0.1155293131034899,-0.2032640949554896,7.140411595602135,1.1934783295823486,1.0,1.0,,1,0,0,1
107,"LIDL,KARLOVA VES",RR16_Robert Kardoš,RR16,B - shopping,6.19683908045977,3.34,2.72,0.26,1541020.42,86619,111405.49,17.79078978053314,0.4738024302104965,17.79078978053314,0.1055962994035283,0.134195650220782,0.3654598825831702,8.990572084605473,1.2198203919919917,0.358333333333333,3.875,3.125,0,1,0,0
109,"Žilina, R. Zaymusa",RR8_Katarína Kuchtová,RR8,C - street +,1.9513888888888888,,0.87,0.87,603941.56,30296,44286.04,19.93469632954846,0.6219311020755055,19.93469632954846,0.146182392888338,0.1524661797484919,-0.0578911095796002,9.107843294035842,1.798132448143298,1.0,,1.0,0,0,0,1
110,"Trenčín, OC MAX",RR9_Andrej Jakubík,RR9,A - shopping premium,2.8397988505747125,0.87,1.54,0.61,467683.23,28543,54370.34,16.385216340258555,0.5198374977011684,16.385216340258555,0.1534648129581917,0.1081664079374186,0.0598988720342279,15.084730084598933,2.136757032143428,0.75,1.0,2.0,0,1,0,0
111,"Levice, Na Bašte",RR11_Andrej Kukučka,RR11,D - street,2.079022988505747,1.38,0.22,0.74,669128.77,33728,59240.06,19.838969698766604,0.6243620491762744,19.838969698766604,0.1208964758469023,0.0891578057737263,-0.0194825934206323,11.18792043787881,1.6339972230094002,1.0,1.66666666666667,0.25,0,0,0,1
112,"Lipt. Mikuláš, Nám. osloboditeľov",RR7_Ivana Iľanovská,RR7,C - street +,3.215756704980843,1.54,0.83,0.85,1035639.05,36054,66891.4,28.724664392300436,0.7764859388027132,28.72466439230044,0.0880928514549463,0.1010242283125874,0.0116425424795468,8.121230456513702,1.2520874579926402,1.25,2.0,1.0,1,0,0,1
113,Púchov,RR9_Andrej Jakubík,RR9,D - street,2.125239463601533,0.47,0.84,0.57,684821.3,35190,46667.65,19.460679170218818,0.6283513523893022,19.460679170218818,0.1368980746516686,0.1035438307099332,0.1002710027100271,8.813824968418116,1.6158086796102,0.793333333333333,0.75,1.0,0,0,0,1
126,"Šaľa, Hlavná",RR11_Andrej Kukučka,RR11,C - street +,3.707614942528736,0.96,1.74,0.76,948419.72,48467,74468.32,19.568360327645618,0.5936629512511613,19.568360327645618,0.1137435847434559,0.0730532695941077,0.0564984887235526,9.579898076109007,1.2480018519788465,1.0,1.04166666666667,2.0,0,0,0,1
127,"Žilina, Národná",RR8_Katarína Kuchtová,RR8,D - street,3.5259818007662833,1.33,0.97,0.86,1078621.35,61705,69369.41,17.480290900251198,0.5756611715501458,17.480290900251198,0.1502547472488561,0.149312302098701,-0.0501249219237976,8.175645299251403,1.1295277961979182,1.0,1.58333333333333,2.0,0,0,0,1
129,"Ban. Bystrica, ProCare",RR6_Jaroslav Vigh,RR6,E - poliklinika,3.156609195402299,0.85,1.69,0.82,2936957.55,25229,64762.81,116.41196836973324,0.9156911954685896,116.41196836973324,0.1616781720863481,0.0984585326638327,0.100990099009901,2.8378661951371957,0.5318558682306691,1.0,1.0,2.0,1,0,1,0
130,"Košice, Hlavná",RR3_Jana Majernikova,RR3,C - street +,1.932471264367816,0.23,0.64,0.77,371006.43,20927,40295.15,17.728600850575813,0.6077740215984936,17.728600850575813,0.1374543092818747,0.1392734909602365,0.0618503118503118,13.33897370240878,2.4109730472482425,1.0,0.25,1.25,0,0,0,1
131,"Revúca, M.R.Štefánika",RR4_Radovan Kalmar,RR4,C - street +,3.794061302681993,1.42,1.5,0.78,1385152.83,60096,80483.52,23.049002096645367,0.7466655791332426,23.049002096645367,0.0836070299694393,0.0705670628594227,0.1166064295225413,7.491979213032159,0.8885966442391784,1.0,1.81,2.0,1,0,0,1
132,Šahy,RR11_Andrej Kukučka,RR11,D - street,3.7440134099616857,1.56,1.55,0.76,1238275.09,56481,78542.42,21.923745861440132,0.6524925733586387,21.923745861440132,0.0810292225411889,0.077331608897788,0.0643237486687965,8.745023890783466,0.8788574402630436,1.0,2.0,2.0,0,0,0,1
134,"Poprad, Francisciho",RR7_Ivana Iľanovská,RR7,D - street,1.823036398467433,0.38,0.71,0.57,447896.08,21966,36540.45,20.390425202585813,0.6967590785791203,20.390425202585813,0.1165399625225587,0.1241475895689595,0.1334056399132321,10.011684999288084,1.8435435726601992,1.0,0.5,1.0,0,0,0,1
135,Vrútky,RR8_Katarína Kuchtová,RR8,D - street,2.1987547892720305,0.4,0.82,0.8,617803.66,28256,46050.66,21.86451231596829,0.7374223390000635,21.86451231596829,0.1274384645384748,0.1105907478428974,0.1397941680960548,9.24784634690375,1.8855775991745745,1.0,0.5,1.0,1,0,0,1
136,"Rožňava, nemocnica",RR4_Radovan Kalmar,RR4,E - poliklinika,4.380986590038314,2.22,3.38,0.86,1718307.54,65842,87072.93,26.097438413170924,0.7946080129520935,26.097438413170924,0.0877973309761798,0.1098474118012282,-0.1491873396065013,6.538484679687975,1.2880820667891113,1.0,2.91666666666667,4.08333333333333,1,0,1,0
138,"Hlohovec, nemocnica",RR12_Alena Romanová,RR12,E - poliklinika,2.6257183908045976,0.86,0.84,0.84,869843.62,41965,60139.09,20.72783557726677,0.7142559486727053,20.72783557726677,0.1395251613667061,0.1232261966847409,0.0757756563245823,8.782616156991095,1.516330927832529,1.0,1.0,1.0,1,0,1,0
141,"Čadca, Kaufland",RR8_Katarína Kuchtová,RR8,B - shopping,4.73323754789272,1.68,2.16,0.81,1347444.84,102959,102002.68,13.087198205110774,0.4000401530351327,13.087198205110774,0.0937346150115405,0.08062092748685,0.146546686922987,9.483389265540582,1.0536653125903483,1.0,2.04166666666667,2.75,0,1,0,0
143,"Sabinov, Kaufland Bernolaková",RR2_Silvia Mastikova,RR2,B - shopping,4.760057471264368,1.82,2.65,0.67,1234302.9,97737,83146.93,12.628819177998096,0.4174439191546905,12.628819177998096,0.0933215973050107,0.0942642773795337,0.2069502074688796,8.774529148299068,0.9472047741746122,0.833333333333333,2.08333333333333,3.0,0,1,0,0
144,Nemocnica Dunajská Streda,RR14_Zsolt Balogh,RR14,E - poliklinika,6.8022030651340994,4.22,3.54,0.66,3326201.5300000003,91314,144370.41,36.42597553496726,0.8322920138876851,36.42597553496726,0.0979139589695522,0.0862084209847237,-0.0040914560770156,5.526786902473639,0.7112664490884837,1.0,5.66666666666667,5.08333333333333,1,0,1,0
145,"Bratislava, Kaufland",RR16_Robert Kardoš,RR16,B - shopping,4.9897030651341,1.7,2.32,0.72,1564466.0,87463,111133.51,17.887175148348444,0.4335322084340599,17.887175148348444,0.1247801171528546,0.1007562110076034,0.080158264947245,8.6646869802721,1.2380914205717166,0.916666666666667,2.16666666666667,2.66666666666667,0,1,0,0
146,"Bratislava, Kaufland Podunajské B.",RR13_Slavomír Bodnár,RR13,B - shopping,5.438697318007662,1.74,2.66,0.9,1659595.11,109304,108006.77,15.183297134597083,0.4083702379672594,15.183297134597089,0.1049729412952308,0.0707100056169802,0.1170556552962298,8.47005872323173,0.9249054787031636,1.16666666666667,2.08333333333333,3.08333333333333,0,1,0,0
149,"Vranov nad Topľou, Kaufland",RR2_Silvia Mastikova,RR2,B - shopping,4.24712643678161,1.81,1.7,0.85,1531248.54,107758,82369.43,14.210068301193417,0.5030731457872933,14.210068301193417,0.2239432093387499,0.2051951928215689,1.6514187866927592,7.653203733762556,2.313300044114511,1.0,2.25,2.0,0,1,0,0
151,"Bratislava, Bory",RR16_Robert Kardoš,RR16,A - shopping premium,6.632183908045977,3.46,3.26,0.83,2128079.25,131889,138802.53,16.135380888474398,0.2707017889488843,16.135380888474398,0.1537233848989338,0.1780289784460752,0.0934245297683817,8.3612164519427,0.8438266684126013,1.0,3.91666666666667,3.91666666666667,0,1,0,0
159,"Bratislava, Hl. stanica",RR16_Robert Kardoš,RR16,D - street,2.348419540229885,0.76,0.77,0.82,461217.7,27485,46477.68,16.780705839548844,0.5325343108037701,16.780705839548844,0.2530267606520531,0.255173986282204,-0.7529330572808833,14.13778791145645,7.252569496197908,1.0,1.66666666666667,1.0,0,0,0,1
161,"Bratislava, OC Dubrawa",RR16_Robert Kardoš,RR16,B - shopping,3.9337883141762457,1.75,1.71,0.11,905694.84,60085,74187.72,15.07355979029708,0.4074401042187676,15.07355979029708,0.1075107264405892,0.0849386426687683,0.1934260429835651,10.533394827030278,1.4375718771764427,0.13,2.0,2.0,0,1,0,0
162,"Bardejov, Kaufland",RR2_Silvia Mastikova,RR2,B - shopping,4.267001915708812,1.61,1.68,0.87,1556934.0,101242,91212.33,15.37834100472136,0.5290710910032153,15.37834100472136,0.088639782080567,0.0840540085948324,0.0384391380314502,7.985517686567547,0.7371118278957157,1.0,2.08333333333333,2.41666666666667,0,1,0,0
163,"Rožňava, Kaufland",RR4_Radovan Kalmar,RR4,B - shopping,5.01580459770115,1.6,2.38,0.86,1463999.96,96810,101673.37,15.122404297076748,0.4800520144822955,15.122404297076748,0.096867745151171,0.0700395120408522,0.060024906600249,8.951636726315504,0.938018949961434,1.0,2.0,3.0,0,1,0,0
164,"Prešov, Sekčov",RR2_Silvia Mastikova,RR2,E - poliklinika,4.2098898467432955,1.66,1.72,0.81,1555586.0,58981,82185.94,26.37435784405147,0.8110193971917979,26.37435784405147,0.1027269381201266,0.1202956773975577,0.0713997579669221,6.403911286143885,0.6902278744063198,1.0,2.0,2.0,1,0,1,0
174,Kaufland Košice,RR4_Radovan Kalmar,RR4,B - shopping,5.2011494252873565,2.5,2.57,0.85,1634289.45,106008,105443.99,15.41666147837899,0.4872653066444258,15.41666147837899,0.0925301819476252,0.0752819257319271,0.1581853096495439,8.864263527457153,1.2705815573823476,1.0,3.0,3.0,0,1,0,0
175,Kaufland Prievidza,RR10_Mário Mantuano,RR10,B - shopping,4.789750957854406,1.75,2.58,0.66,1185947.44,88691,99445.26,13.371677396804635,0.4156680670435108,13.371677396804635,0.1006089407545145,0.0821217568959549,0.2271799358413531,10.592486124863504,1.4753999293414934,1.08333333333333,2.0,3.22916666666667,0,1,0,0
176,Gelnica,RR3_Jana Majernikova,RR3,C - street +,1.9288793103448276,0.84,,0.85,458800.24,20613,45539.87,22.257810119827298,0.746162556497355,22.257810119827298,0.0829582181050967,0.0798198356984608,-0.0201591511936339,11.427429832886732,1.3681935292624692,1.0,1.08333333333333,,1,0,0,1
177,"TESCO, Považská Bystrica",RR9_Andrej Jakubík,RR9,B - shopping,6.730603448275863,2.73,3.12,0.77,2614515.11,155649,139653.02,16.79750663351515,0.499755050182135,16.79750663351515,0.0883825664085328,0.0684386972216594,0.2105220754108926,7.0253165938997455,0.8816723881951284,1.0,3.41666666666667,3.75,0,1,0,0
178,"TESCO, Rožnava",RR4_Radovan Kalmar,RR4,B - shopping,5.086685823754789,2.04,1.3,0.81,1600858.13,116283,104748.63,13.766914596286645,0.5314159787538449,13.766914596286645,0.0830899172011807,0.0773019355742757,0.0718004125331499,8.252812658347802,0.950050043596472,1.08333333333333,2.58333333333333,1.83333333333333,0,1,0,0
180,Trnava,RR12_Alena Romanová,RR12,E - poliklinika,2.0644157088122608,0.47,,0.87,698122.52,35636,54064.25,19.590372656863845,0.6273258310016987,19.590372656863845,0.0811504491732914,0.0917143905316223,0.0812479688007799,9.40917204926062,1.6775495267621847,1.0,0.666666666666667,,0,0,1,0
181,Detva,RR5_Juraj Hvorecky,RR5,C - street +,2.1472701149425286,0.77,0.77,0.17,762719.72,29917,56554.82,25.494525520607013,0.7496219581158857,25.494525520607013,0.1101787471531239,0.1115940552794232,0.1620477290223248,9.056534643198525,1.2742563811138656,0.18,1.33333333333333,1.0,1,0,0,1
182,"Michalovce, modular",RR1_Beata Kubanova,RR1,E - poliklinika,2.376436781609195,0.85,0.87,0.71,937960.45,31731,51829.8,29.55975071696448,0.8233269110653867,29.55975071696448,0.1159621120467207,0.1111356525265509,0.2528317152103559,7.147048872464185,0.8647576092239844,1.0,1.0,1.0,1,0,1,0
183,Nitra,RR11_Andrej Kukučka,RR11,C - street +,2.5893199233716473,0.82,1.73,0.82,1299868.83,39636,67703.49,32.79515667574932,0.7348234898439714,32.79515667574932,0.1749198791090014,0.1093600906366661,-0.0329732802728823,7.245288023843592,1.4181692987796406,1.0,1.0,2.0,1,0,0,1
184,"Žilina, Mirage",RR8_Katarína Kuchtová,RR8,B - shopping,3.0529214559386975,0.86,1.46,0.82,633615.66,43576,58556.1,14.54047319625482,0.52106497809729,14.54047319625482,0.1328779498672453,0.1501604005341484,0.1191318707242274,11.407714668338528,2.1054419096160717,0.9375,1.0,1.79166666666667,0,1,0,0
192,"Nitra, BILLA",RR11_Andrej Kukučka,RR11,B - shopping,5.179358237547893,1.8,2.06,0.85,1782026.41,95542,104242.43,18.65175954030688,0.568651308596487,18.65175954030688,0.1124477830784865,0.1085161054615854,0.05470946579194,7.437315215041661,1.2067368030008845,1.0,2.25,2.66666666666667,0,1,0,0
194,"Billa, Handlová",RR10_Mário Mantuano,RR10,B - shopping,4.136733716475096,0.73,2.32,0.69,989298.84,60682,93168.65,16.303003196994165,0.5818884109881297,16.303003196994165,0.088582229714177,0.0803602877481241,0.1236811254396248,11.167653986098449,1.1652664959373806,1.0,1.0,3.0,0,1,0,0
195,"Kaufland, Poprad",RR7_Ivana Iľanovská,RR7,B - shopping,5.15493295019157,2.36,1.68,0.84,1837036.24,116425,109841.66,15.778709383723427,0.5687808260113584,15.778709383723427,0.1045399181195776,0.0845772885680522,0.1868993703744615,7.477086392233541,0.9839692626595606,1.0,2.66666666666667,2.0,0,1,0,0
196,"Bratislava, Eurovea",RR15_Miroslava Kolesárová,RR15,A - shopping premium,6.065852490421456,3.04,3.58,0.2,1633547.89,101486,123018.94,16.09628805943677,0.2589446092088552,16.09628805943677,0.2429212598170851,0.2894763173540194,0.0035053028941218,9.30378527233916,1.1457975370535152,0.720833333333333,3.53333333333333,4.355,0,1,0,0
197,"Bratislava, Central",RR15_Miroslava Kolesárová,RR15,A - shopping premium,10.236350574712644,5.74,4.5,0.77,2678649.6799999997,117390,207456.58,22.81838044126416,0.554271844909559,22.81838044126416,0.131310280344449,0.1396400493880692,-0.006265345864025,9.170469561165731,1.2236891171156796,1.0,7.41666666666667,5.25166666666667,0,1,0,0
198,"Bratislava, podchod Trnavské mýto",RR15_Miroslava Kolesárová,RR15,D - street,4.142001915708812,1.72,1.89,0.75,996686.21,65059,80227.57,15.319728400375045,0.4916013034834705,15.319728400375045,0.1050914972513989,0.1073626998684939,0.0923052053022955,9.57835236045231,1.2195921793451523,1.0,2.0,2.23,0,0,0,1
201,Turany,RR8_Katarína Kuchtová,RR8,C - street +,1.362068965517241,0.58,,0.63,551246.71,21792,37824.59,25.295829203377384,0.7894178633737334,25.295829203377384,0.130587166219527,0.1872741341993344,0.2275,8.421538302351758,1.4249810721970488,0.815,0.666666666666667,,1,0,0,1
202,"Bratislava, Eurovea II",RR15_Miroslava Kolesárová,RR15,A - shopping premium,3.9317528735632186,1.74,1.57,0.11,598023.06,48367,71276.44,12.364278537019043,0.2418171132063034,12.364278537019043,0.1341146709918529,0.2223201755488073,0.2079599916649302,13.685230076709466,1.769008409436596,0.13,2.08333333333333,1.91666666666667,0,1,0,0
203,"Bardejov, Stanica",RR2_Silvia Mastikova,RR2,C - street +,1.7555076628352493,,0.79,0.85,558203.03,35985,38015.08,15.51210309851327,0.6292843125555946,15.51210309851327,0.1143793871667092,0.0993690551256126,0.0158492822966507,9.37938472532048,1.1916742586924651,1.0,,1.0,0,0,0,1
207,Košice - Ťahanovce,RR1_Beata Kubanova,RR1,B - shopping,4.211446360153257,1.93,1.6,0.86,1311823.88,67447,75599.43,19.449699467730216,0.6592891951318953,19.449699467730216,0.1115106101679994,0.1072078175328657,0.2191549295774648,7.495684105827501,0.7798720866315811,1.0,2.33333333333333,2.0,0,1,0,0
209,Partizánske ,RR10_Mário Mantuano,RR10,E - poliklinika,3.138888888888889,1.67,0.84,0.71,911479.69,39181,73619.48,23.263308491360608,0.7428612040713711,23.263308491360608,0.0969455548905645,0.0835540010794551,-0.0492778249787595,9.579171711463172,1.6229883892719974,1.04166666666667,3.16666666666667,1.0,1,0,1,0
210,Ružomberok ,RR6_Jaroslav Vigh,RR6,E - poliklinika,2.5828544061302687,1.52,0.94,0.1,1054084.25,38056,57217.35,27.698240750472987,0.7928944958621666,27.698240750472987,0.1034368531390299,0.1388795437989473,0.0862818125387957,6.8411899322876595,1.4100144422333596,0.13,1.91666666666667,1.33333333333333,1,0,1,0
212,"Kaufland, Dolný Kubín",RR6_Jaroslav Vigh,RR6,B - shopping,4.126436781609195,1.92,1.65,0.11,1356507.3,90361,87100.84,15.01208817963502,0.4827082169038087,15.01208817963502,0.0954740612937034,0.0849407444779464,0.1766639276910435,8.082782291596095,0.98658793216375,0.13,2.25,2.0,0,1,0,0
216,"TESCO Bratislava, Dubravka",RR16_Robert Kardoš,RR16,B - shopping,3.739463601532567,1.16,1.59,0.85,1097266.52,56554,74800.51,19.402102769034904,0.555687017589856,19.402102769034904,0.109241673426199,0.0950674610567866,0.0067353407290015,8.607411120580108,1.1427209298624466,1.0,1.5,1.91666666666667,0,1,0,0
217,Dobšiná,RR4_Radovan Kalmar,RR4,C - street +,3.341235632183908,0.87,1.6,0.84,1086709.41,51256,59182.81,21.20160390978617,0.6722424994921136,21.20160390978617,0.0892972754160784,0.0734711949027486,0.0323167956304051,7.21645407190086,0.5597268924554881,1.0,1.0,2.0,0,0,0,1
218,Vrútky,RR8_Katarína Kuchtová,RR8,D - street,2.1551724137931036,1.55,,0.79,586071.68,26396,50330.28,22.203048946810124,0.760094260142377,22.203048946810124,0.0797768441567439,0.0851340911213223,0.1416703104503716,10.531419610854472,1.5068656446390458,1.0,2.0,,1,0,0,1
220,"Mýtna,Bratislava",RR13_Slavomír Bodnár,RR13,E - poliklinika,5.4336685823754785,3.09,1.64,0.83,1648765.3,68724,108962.67,23.991113730283452,0.7396457943407713,23.991113730283452,0.1189577683252946,0.1329109099525914,0.0550489699425869,7.8237370693422115,1.2660870753980566,1.0,3.9375,2.08333333333333,1,0,1,0
221,"Poliklinika sv.Lukáša, Galanta ",RR11_Andrej Kukučka,RR11,E - poliklinika,5.039511494252874,2.76,2.43,0.7,2499011.12,78174,124595.48,31.96729245017525,0.8251573326332378,31.96729245017525,0.1508806569598049,0.1645751838375553,0.0486916644186673,6.0596699127917155,1.294305176275498,1.0,4.17666666666667,3.0,1,0,1,0
223,"Bratislava, Aupark",RR15_Miroslava Kolesárová,RR15,A - shopping premium,8.70905172413793,2.42,6.62,0.84,2524019.61,147695,177441.52,17.08940458377061,0.2648001692823615,17.08940458377061,0.2119775026803794,0.2326240575058481,0.0579960185799601,8.941691111162973,0.928797079801426,1.0,2.83333333333333,8.4075,0,1,0,0
224,Prešov,RR2_Silvia Mastikova,RR2,C - street +,3.1863026819923372,1.49,0.84,0.86,979672.37,53369,60449.6,18.356580973973657,0.6752863204665046,18.356580973973657,0.1146131347084972,0.1215093681108118,0.0878318584070796,7.891816750778367,1.183605707434271,1.0,1.83333333333333,1.08333333333333,0,0,0,1
225,Prešov,RR3_Jana Majernikova,RR3,D - street,2.14786877394636,0.32,0.84,0.51,285688.08,19761,37924.86,14.45716714741157,0.5018869880745461,14.45716714741157,0.1742997603935247,0.161069127355424,-0.0861405197305101,16.163745556093733,2.965566600314617,0.583333333333333,0.416666666666667,1.0,0,0,0,1
227,Bojnice,RR10_Mário Mantuano,RR10,E - poliklinika,2.0750718390804597,0.08,0.86,0.13,342458.67,18109,40807.73,18.91096526588989,0.5941751744816389,18.91096526588989,0.1382834163005783,0.107871303701445,0.1877551020408163,13.019427447230411,3.053122517915935,0.583333333333333,0.0833333333333333,1.0,0,0,1,0
228,"Prešov, Tesco",RR3_Jana Majernikova,RR3,B - shopping,5.238984674329503,2.78,1.68,0.62,1624401.26,108154,102420.25,15.019335946890545,0.4926265509052855,15.019335946890545,0.1334241587742754,0.1030849000525144,0.1382434944237918,8.255661632051849,1.0273462935560012,1.0,3.25,2.16666666666667,0,1,0,0
230,"Bratislava, Vajnory ",RR13_Slavomír Bodnár,RR13,C - street +,1.6863026819923372,0.85,,0.84,459664.17,20114,37665.18,22.852946703788405,0.6273046472166844,22.852946703788405,0.1466007000158971,0.1121715981457032,0.0733496332518337,10.405738780123292,1.7005139848546058,1.0,1.0,,0,0,0,1
236,"Košice, Cottbuská",RR1_Beata Kubanova,RR1,E - poliklinika,5.7571839080459775,2.46,2.43,0.85,1990939.21,85547,106315.04,23.273045343495387,0.7904100296462593,23.273045343495387,0.0852192682662535,0.0932810383361028,0.0455435208143024,6.485548473879899,0.6721363548634578,1.0,3.33333333333333,3.08333333333333,1,0,1,0
238,"Košice, Mlynská",RR1_Beata Kubanova,RR1,C - street +,3.4118773946360155,0.81,1.71,0.79,585069.37,39481,57026.0,14.819010916643448,0.5144231871171105,14.819010916643448,0.1679508617995238,0.2182414621235922,0.0217495219885277,12.046736264852193,2.1700435585845264,1.0,1.0,2.25,0,0,0,1
239,"Bratislava, Tematínská 5/A",RR15_Miroslava Kolesárová,RR15,E - poliklinika,1.769875478927203,1.63,,0.76,707565.22,29031,43424.93,24.37274706348386,0.6345367851743758,24.37274706348386,0.1310698526349804,0.1420812676913916,0.0692567567567567,7.745206122845275,1.54350381512262,1.0,2.0,,0,0,1,0
240,"Topolčany , Nemocnica",RR10_Mário Mantuano,RR10,E - poliklinika,3.318007662835249,0.43,3.1,0.86,1310210.55,34700,66371.95,37.75822910662824,0.8515795266646264,37.75822910662824,0.0912702110522543,0.0982239198364613,0.0809266899397016,6.215900618664491,0.8686938275497624,1.0,0.5,4.0,1,0,1,0
241,Šaštín-Stráže,RR16_Robert Kardoš,RR16,C - street +,3.334889846743295,0.82,1.56,0.86,1370745.42,67242,77293.77,20.38525653609351,0.658484906701348,20.38525653609351,0.0946319911724853,0.0753520630945254,0.0239168110918544,7.29456115834844,0.9834665925816434,1.0,1.0,2.58333333333333,0,0,0,1
242,Martin,RR8_Katarína Kuchtová,RR8,D - street,3.790828544061303,0.94,2.15,0.81,962106.73,50254,72039.17,19.144878616627533,0.6215115239865332,19.144878616627533,0.1351313852366368,0.1316327990848533,0.0009922603691208,9.106308331553024,1.6861272500590931,1.08333333333333,1.08333333333333,2.83333333333333,0,0,0,1
243,"Žiar nad Hronom, Poliklinika Pro Care",RR5_Juraj Hvorecky,RR5,E - poliklinika,1.3702107279693485,,,0.89,462026.53,18498,37602.93,24.97710725483836,0.7525023076055828,24.97710725483836,0.1142999420271792,0.0991050765431304,0.0433996383363472,9.809843997304192,1.7650434049871468,1.08333333333333,,,1,0,1,0
246,Bratislava - Tehelná,RR13_Slavomír Bodnár,RR13,E - poliklinika,2.47808908045977,2.38,,0.11,923887.45,33610,56349.75,27.48846920559357,0.7975944364218823,27.48846920559357,0.1076545606375443,0.1033165043270761,0.0982678214523651,7.747027507990535,1.6971055820209509,0.213333333333333,3.0,,1,0,1,0
248,Bratislava,RR16_Robert Kardoš,RR16,E - poliklinika,5.601293103448276,3.25,1.54,0.75,2266336.2800000003,60315,114399.3,37.57500256984167,0.7823406374626806,37.57500256984167,0.1449282423306976,0.1374495910929782,-0.1441749231294841,5.783245559777211,0.8169890162236981,0.949166666666667,4.08333333333333,2.0,1,0,1,0
249,Bratislava-Staré Mesto,RR15_Miroslava Kolesárová,RR15,C - street +,3.322916666666667,1.56,0.79,0.56,1336326.83,44382,78897.5,30.109657744130505,0.6931086910827047,30.109657744130505,0.1873487929950443,0.1372992379865244,-0.0918635170603674,7.033266672505498,4.068326661756153,0.771666666666667,2.0,1.0,0,0,0,1
251,Kaufland Pezinok,RR13_Slavomír Bodnár,RR13,B - shopping,4.371408045977011,1.15,1.59,0.99,1415429.65,86564,93036.73,16.351250519846587,0.4586675784275115,16.351250519846587,0.1096323952123106,0.091414111647772,0.2363553668890236,8.472471418755875,1.4241502721085837,1.0,1.66666666666667,2.25,0,1,0,0
252,Nitra,RR11_Andrej Kukučka,RR11,C - street +,2.3611111111111107,0.82,0.72,0.85,643264.53,32842,55017.6,19.5866430180866,0.5919089460754193,19.5866430180866,0.1600910829692829,0.1198358871623632,0.0131826741996233,10.85379529601022,1.5027608125778322,1.0,1.0,1.0,0,0,0,1
254,Poltár,RR5_Juraj Hvorecky,RR5,E - poliklinika,2.181992337164751,0.87,0.59,0.62,640869.0,30679,52274.97,20.889500961569805,0.7579437607373738,20.889500961569805,0.1680743229193901,0.1631206756910303,-0.0724269377382465,10.011938651872542,1.9550531744338957,0.88,1.0,1.41666666666667,1,0,1,0
